Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s),,,,,,,,,,,
, BaseRate, , , , , , , , , 23.35256932713289200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ?, , table:BaseRate.Liability, ," ""(1"," Cov O) = 19.9""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Liability, ," ""(1", Cov O," 46063) = 0.9""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Liability, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1.19,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Liability, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Liability, ," ""(1"," OneStoryLayer) = 1.1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Liability, ," ""(1", <<731,731>>," Cov O) = 0.985""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Liability, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Liability, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Liability, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Liability, ," ""(true", false, false, true, Outside, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Liability, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Liability, ," ""(1", Broad," Cov O) = 1.05""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Liability, ," ""(1", Confinement, <<6,"6>>) = 1""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RoofFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Liability, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.9631056,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Liability, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Liability, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Liability, ," ""(1", Cov O,1000, <<30176,"30176>>) = 1""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Liability, ," ""(1", false, Cov O,1000, <<30176,30176>>," 1) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, BaseRate, , , , , , , , ,23.3526, ?, , CostData.BaseRate, ,23.3526,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,23.3526, ?, , CostData.BaseRate, ,23.3526,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Liability, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,23.3526, ?, , CostData.BaseRate, ,23.3526,,,,,,,,,,,
, TermAmount, , , , , , , , ,23.35, ?, , CostData.BaseRate, ,23.3526,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,23.35,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Other, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Other (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, , table:Acreage.Other, ," ""(1", <<57,57>>," Cov O) = 1""",,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Other, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.30176, ?, , table:PolicySizeRelativity.Other, ," ""(1",30176," Cov O) = 0.30176""",,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, , table:Construction Materials for All.Other, ," ""(1", Cov O," Frame (ISO 1)) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Sq Feet Stories.Other, ," ""(<<950",950>>, Cov O," 1) = 1""",,,,,,,,
, RoofFactor, , , , , , , , ,0.805, ?, , table:AoR.Other, ," ""(1", Cov O,1, Metal, <<6,6>>, false," false) = 0.805""",,,,
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Other, ," ""(1", Cov O," false) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Other, ," ""(1", false, Cov O, <<6,"6>>) = 1""",,,,,,,
, BaseRate, , , , , , , , , 16.32041278496010053657137152000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ?, , table:BaseRate.Other, ," ""(1"," Cov O) = 56.81""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Other, ," ""(1", Cov O," 46063) = 1.1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Other, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Other, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Other, ," ""(1"," OneStoryLayer) = 1.296""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Other, ," ""(1", <<731,731>>," Cov O) = 0.992""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Other, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Other, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Other, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Other, ," ""(true", false, false, true, Outside, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Other, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Other, ," ""(1", Broad," Cov O) = 1.05""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Other, ," ""(1", Confinement, <<6,"6>>) = 0.91""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Other, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.30176,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,0.9757,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Other, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Other, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Other, ," ""(1", Cov O,1000, <<30176,"30176>>) = 0.897""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Other, ," ""(1", false, Cov O,1000, <<30176,30176>>," 1) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RoofFactor, ,0.805,,,,,,,,,,,
, BaseRate, , , , , , , , ,16.3204, ?, , CostData.BaseRate, ,16.3204,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,16.3204, ?, , CostData.BaseRate, ,16.3204,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Other, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,16.3204, ?, , CostData.BaseRate, ,16.3204,,,,,,,,,,,
, TermAmount, , , , , , , , ,16.32, ?, , CostData.BaseRate, ,16.3204,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,16.32,,,,,,,,,,,
Theft of Building Materials, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, TheftBldgMatFrmStrc (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, BaseRate, , , , , , , , ,148.65, ?, , table:Theft Of Building Materials Structure, , (10000) = 150,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Endorsement Deductible, , (1000) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, BaseRate, , , , , , , , ,148.65, ?, , CostData.BaseRate, ,148.65,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, AdjustedRate, , , , , , , , ,148.65, ?, , CostData.BaseRate, ,148.65,,,,,,,,,,,
, TermAmount, , , , , , , , ,148.65, ?, , CostData.BaseRate, ,148.65,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,148.65,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Hurricane, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Hurricane (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, , table:Acreage.Hurricane, ," ""(1", <<57,57>>," Cov O) = 1""",,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Hurricane, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.30176, ?, , table:PolicySizeRelativity.Hurricane, ," ""(1",30176," Cov O) = 0.30176""",,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, , table:AoR.Hurricane, ," ""(1", Cov O,1, Metal, <<6,6>>, false," false) = 1""",,,,
, , CONTINUE, , , , , , , , , ×, , table:RoofExclusion.Hurricane, ," ""(1", Cov O," false) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:ACVRoof.Hurricane, ," ""(1", false, Cov O, <<6,"6>>) = 1""",,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, , table:Construction Materials for All.Hurricane, ," ""(1", Cov O," Frame (ISO 1)) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Sq Feet Stories.Hurricane, ," ""(<<950",950>>, Cov O," 1) = 1""",,,,,,,,
, BaseRate, , , , , , , , ,4.549582916, ?, , table:BaseRate.Hurricane, ," ""(1"," Cov O) = 10.12""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Territory Relativities.Hurricane, ," ""(1", Cov O," 46063) = 1.502""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Wind Hail Exclusion.Hurricane, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Distance To Coast.Hurricane, ," ""(46063", <<999.990,"999.990>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Farm_Type.Hurricane, ," ""(1", Crops," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Structure Type.Hurricane, ," ""(1"," OneStoryLayer) = 1""",,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Credit.Hurricane, ," ""(1", <<731,731>>," Cov O) = 0.993""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Protection Class.Hurricane, ," ""(1",10," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Miles To Fire Department.Hurricane, ," ""(1", Over10Miles," Cov O) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , ConstructionFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Hay Storage & Open Sides.Hurricane, ," ""(false", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Confinement.Hurricane, ," ""(true", false, false, true, Outside, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brooder_Heater.Hurricane, , (false) = 1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Perils.Hurricane, ," ""(1", Broad," Cov O) = 1.05""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Age Of Structure.Hurricane, ," ""(1", Confinement, <<6,"6>>) = 1""",,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:MultipolicyDiscount.Hurricane, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, , CONTINUE, , , , , , , , , ×, , FinalFactor, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , PolicySizeFactor, ,0.30176,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , CoverageInfo.CovModLimit, ,0.9757,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:Brushfire.Hurricane, ," ""(1", <<0,"0>>) = 1""",,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:SolidFuel.Hurricane, ," ""(1", Cov O, false, false, false," false) = 1""",,,,,,
, , CONTINUE, , , , , , , , , ×, , table:All Perils Deductible.Hurricane, ," ""(1", Cov O,1000, <<30176,"30176>>) = 1""",,,,,,,
, , CONTINUE, , , , , , , , , ×, , table:WHDeductible.Hurricane, ," ""(1", false, Cov O,1000, <<30176,30176>>," 1) = 0.975""",,,,,
, , CONTINUE, , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
, BaseRate, , , , , , , , ,4.5496, ?, , CostData.BaseRate, ,4.5496,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
, BaseRate, , , , , , , , ,4.5496, ?, , CostData.BaseRate, ,4.5496,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , table:Fixed Expense.Hurricane, ," ""(1"," Cov O) = 0""",,,,,,,,,,
, AdjustedRate, , , , , , , , ,4.5496, ?, , CostData.BaseRate, ,4.5496,,,,,,,,,,,
, TermAmount, , , , , , , , ,4.55, ?, , CostData.BaseRate, ,4.5496,,,,,,,,,,,
, , CONTINUE, , , , , , , , , R, ,0.01, ,4.55,,,,,,,,,,,
Coverage O - Farm Outbuildings and Structures - Fire, , , , , , , , , , , , , , , ,,,,,,,,,,,
, FRM_RB_INDIANA (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, Cov_O_Fire (1), , , , , , , , , , , , , , ,,,,,,,,,,,
, ConstructionFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, RoofFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartCameraFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartSmokeAlarmFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, SmartLightFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, AutTempDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, WaterLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GasLeakgDetFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, GeneratorFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, IFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, JFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, KFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, NFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, OFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, ADFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, QFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CRFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, CFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, XFactor, , , , , , , , ,0, ?, ,0, ,0,,,,,,,,,,,
, MaxCreditPerPeril, , , , , , , , ,0.2, ?, , table:ProtectiveDevices.Fire, ," ""(1", Max," Cov O) = 0.2""",,,,,,,,,
, AcreageFactor, , , , , , , , ,1, ?, , table:Acreage.Fire, ," ""(1", <<57,57>>," Cov O) = 1""",,,,,,,,
, AllDiscount, , , , , , , , ,0, ?, , IFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , JFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , KFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , MFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , NFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , OFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , QFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartCameraFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartSmokeAlarmFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , SmartLightFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , AutTempDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GeneratorFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , WaterLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , GasLeakgDetFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , ADFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , XFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CFactor, ,0,,,,,,,,,,,
, , CONTINUE, , , , , , , , , +, , CRFactor, ,0,,,,,,,,,,,
, FinalFactor, , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
, , CONTINUE, , , , , , , , , ?, ," ""min(AllDiscount"," MaxCreditPerPeril)""", ," ""min(0"," 0.2) = 0""",,,,,,,,,
, PolicySizeFactor, , , , , , , , ,0.30176, ?, , table:PolicySizeRelativity.Fire, ," ""(1",30176," Cov O) = 0.30176""",,,,,,,,,
