Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s)
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.52363
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(1, Cov F, 1000, <<52363,52363>>) = 0.991"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 38.65320000000, ←, , CostData.BaseRate, , 38.6532
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 38.6532000, ←, , CostData.BaseRate, , 38.6532
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Fire, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 38.6532, ←, , CostData.BaseRate, , 38.6532
TermAmount, , , , , , , , , , 38.65, ←, , CostData.BaseRate, , 38.6532
, CONTINUE, , , , , , , , , , R, , .01, , 38.65
Scheduled Farm Personal Property ( Grain ) -Liability, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Liability (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.9520000000, ←, , table:PolicySizeRelativity.Liability, , "(1, 2552, Cov F) = 0.952"
AcreageFactor, , , , , , , , , , 2.6270000000, ←, , table:Acreage.Liability, , "(1, <<1520,1520>>, Cov F) = 2.627"
BaseRate, , , , , , , , , , 18.9122095198486049600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Liability, , "(1, Cov F) = 14.42"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Liability, , "(1, Cov F, 47527) = 0.982"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 2.627
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Liability, , "(1, Dairy, Cov F) = 1.1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Liability, , "(1, Grain) = 0.5"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Liability, , "(1, <<998,998>>, Cov F) = 1.067"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Liability, , "(1, 8, Cov F) = 0.91"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Liability, , "(1, null, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Liability, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.952
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Liability, , "(1, Cov F, 1000, <<2552,2552>>) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 18.91220000000, ←, , CostData.BaseRate, , 18.9122
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 18.9122000, ←, , CostData.BaseRate, , 18.9122
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Liability, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 18.9122, ←, , CostData.BaseRate, , 18.9122
TermAmount, , , , , , , , , , 18.91, ←, , CostData.BaseRate, , 18.9122
, CONTINUE, , , , , , , , , , R, , .01, , 18.91
Scheduled Farm Personal Property ( Unregistered Farm Motor Vehicle ) -Theft, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Theft (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.1229688889, ←, , table:PolicySizeRelativity.Theft, , "(1, 8544, Cov F) = 0.12296889"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Theft, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 6.4607590211396153922000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Theft, , "(1, Cov F) = 61.91"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Theft, , "(1, Cov F, 47527) = 0.858"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Theft, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Theft, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Theft, , "(1, Unregistered Farm Motor Vehicle) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Theft, , "(1, <<998,998>>, Cov F) = 1.05"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Theft, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Theft, , "(1, <<1,1>>, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Theft, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.12296889
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Theft, , "(1, Cov F, 1000, <<8544,8544>>) = 0.942"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 6.46080000000, ←, , CostData.BaseRate, , 6.4608
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 6.4608000, ←, , CostData.BaseRate, , 6.4608
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Theft, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 6.4608, ←, , CostData.BaseRate, , 6.4608
TermAmount, , , , , , , , , , 6.46, ←, , CostData.BaseRate, , 6.4608
, CONTINUE, , , , , , , , , , R, , .01, , 6.46
Scheduled Farm Personal Property ( Machinery ) -Water, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Water (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.0811233333, ←, , table:PolicySizeRelativity.Water, , "(1, 5647, Cov F) = 0.08112333"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Water, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 0.3321866392030255104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Water, , "(1, Cov F) = 4.26"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Water, , "(1, Cov F, 47527) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Water, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Water, , "(1, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Water, , "(1, <<998,998>>, Cov F) = 1.043"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Water, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Water, , "(1, <<1,1>>, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Water, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.08112333
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Water, , "(1, Cov F, 1000, <<5647,5647>>) = 0.96"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 0.33220000000, ←, , CostData.BaseRate, , 0.3322
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 0.3322000, ←, , CostData.BaseRate, , 0.3322
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Water, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 0.3322, ←, , CostData.BaseRate, , 0.3322
TermAmount, , , , , , , , , , 0.33, ←, , CostData.BaseRate, , 0.3322
, CONTINUE, , , , , , , , , , R, , .01, , 0.33
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Hurricane, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Hurricane (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 0.046500000, ←, , CoverageInfo.CoverageFHurricaneCost, , 0.31
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Hurricane, , (1) = 0.15
AdjustedRate, , , , , , , , , , 0.0465, ←, , CostData.BaseRate, , 0.0465
TermAmount, , , , , , , , , , 0.05, ←, , CostData.BaseRate, , 0.0465
, CONTINUE, , , , , , , , , , R, , .01, , 0.05
Farm Personal Liability - Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Coverage_Fire (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 1.0, ←, , 1, , 1
ContentOnlyFactor, , , , , , , , , , 1.0, ←, , 1, , 1
RateFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Fire, , "(4, <<1520,1520>>, Cov A) = 1"
ContentOnlyFactor, , , , , , , , , , 1.00000000000, ←, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Utility.Fire, , "(4, null, null, null) = 1"
IFactor, , , , , , , , , , 0.0, ←, , 0, , 0
JFactor, , , , , , , , , , 0.0, ←, , 0, , 0
KFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MFactor, , , , , , , , , , 0.0, ←, , 0, , 0
NFactor, , , , , , , , , , 0.0, ←, , 0, , 0
OFactor, , , , , , , , , , 0.0, ←, , 0, , 0
QFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartCameraFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartLightFactor, , , , , , , , , , 0.0, ←, , 0, , 0
SmartSmokeAlarmFactor, , , , , , , , , , 0.0, ←, , 0, , 0
WaterLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GasLeakgDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
GeneratorFactor, , , , , , , , , , 0.0, ←, , 0, , 0
ADFactor, , , , , , , , , , 0.0, ←, , 0, , 0
AutTempDetFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CFactor, , , , , , , , , , 0.0, ←, , 0, , 0
CRFactor, , , , , , , , , , 0.0, ←, , 0, , 0
MaxCreditPerPeril, , , , , , , , , , 0E-10, ←, , table:ProtectiveDevices.Fire, , "(4, Max, Cov A) = 0"
AllDiscount, , , , , , , , , , 0.0, ←, , IFactor, , 0
, CONTINUE, , , , , , , , , , +, , JFactor, , 0
, CONTINUE, , , , , , , , , , +, , KFactor, , 0
, CONTINUE, , , , , , , , , , +, , MFactor, , 0
, CONTINUE, , , , , , , , , , +, , NFactor, , 0
, CONTINUE, , , , , , , , , , +, , OFactor, , 0
, CONTINUE, , , , , , , , , , +, , QFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartCameraFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartSmokeAlarmFactor, , 0
, CONTINUE, , , , , , , , , , +, , SmartLightFactor, , 0
, CONTINUE, , , , , , , , , , +, , AutTempDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GeneratorFactor, , 0
, CONTINUE, , , , , , , , , , +, , WaterLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , GasLeakgDetFactor, , 0
, CONTINUE, , , , , , , , , , +, , ADFactor, , 0
, CONTINUE, , , , , , , , , , +, , CFactor, , 0
, CONTINUE, , , , , , , , , , +, , CRFactor, , 0
FinalFactor, , , , , , , , , , 1.0, ←, , 1, , 1
, CONTINUE, , , , , , , , , , −, , "min(AllDiscount, MaxCreditPerPeril)", , "min(0, 0) = 0"
BaseRate, , , , , , , , , , 0E-284, ←, , table:BaseRate.Fire, , "(4, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , ContentOnlyFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Fire, , "(4, Cov A, 47527) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , table:RoofShape.Fire, , "(4, null, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Distance To Coast.Fire, , "(47527, null) = 1"
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Fire, , "(4, Dairy, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Fire, , "(4, <<998,998>>, Cov A) = 1.058"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Fire, , "(4, 8, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Miles To Fire Department.Fire, , "(4, Within5miles, Cov A) = 0"
, CONTINUE, , , , , , , , , , ×, , table:RoofExclusion.Fire, , "(4, Cov A, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Farming Claims Factor.Fire, , "(4, <<1000,1000>>, Cov A, 0, 0, 0, 0, 0, 0, 0, 0) = 0"
, CONTINUE, , , , , , , , , , ×, , RateFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Construction Materials for All.Fire, , "(4, Cov A, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Dwelling_Age.Fire, , "(4, false, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Dwelling Year Built Factor.Fire, , "(4, false, 1, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:AoR.Fire, , "(4, Cov A, 1, null, null, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(4, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Fortified.Fire, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , FinalFactor, , 1
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 1
, CONTINUE, , , , , , , , , , ×, , CoverageInfo.CovModLimit, , 1
, CONTINUE, , , , , , , , , , ×, , table:Brushfire.Fire, , "(4, <<0,0>>) = 0"
, CONTINUE, , , , , , , , , , ×, , table:SolidFuel.Fire, , "(4, Cov A, false, false, false, false) = 0"
, CONTINUE, , , , , , , , , , ×, , table:FoundationType.Fire, , "(4, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(4, Cov A, null, null) = 0"
, CONTINUE, , , , , , , , , , ×, , table:WHDeductible.Fire, , "(4, false, Cov A, null, null, 1) = 0"
, CONTINUE, , , , , , , , , , ×, , table:Occupancy.Fire, , (No Dwelling) = 0
, CONTINUE, , , , , , , , , , ×, , table:ACVRoof.Fire, , "(4, false, Cov A, null) = 1"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 4) = 1"
BaseRate, , , , , , , , , , 0E-7, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Fire, , "(4, Cov A) = 0"
AdjustedRate, , , , , , , , , , 0.0000, ←, , CostData.BaseRate, , 0
TermAmount, , , , , , , , , , 0.00, ←, , CostData.BaseRate, , 0
, CONTINUE, , , , , , , , , , R, , .01, , 0.00
Scheduled Farm Personal Property ( Cotton Harvesting Equipment ) -Liability, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
FarmMachineryUnderScheduledPP_Liability (1), , , , , , , , , , , , , , , 
BaseRate, , , , , , , , , , 6.250500000, ←, , CoverageInfo.CoverageFLiabilityCost, , 41.67
, CONTINUE, , , , , , , , , , ×, , table:FPP_RC.Liability, , (1) = 0.15
AdjustedRate, , , , , , , , , , 6.2505, ←, , CostData.BaseRate, , 6.2505
TermAmount, , , , , , , , , , 6.25, ←, , CostData.BaseRate, , 6.2505
, CONTINUE, , , , , , , , , , R, , .01, , 6.25
Scheduled Farm Personal Property ( Machinery ) -Other, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Other (1), , , , , , , , , , , , , , , 
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
PolicySizeFactor, , , , , , , , , , 0.0811233333, ←, , table:PolicySizeRelativity.Other, , "(1, 5647, Cov F) = 0.08112333"
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Other, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 27.1226332389866416875000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Other, , "(1, Cov F) = 335"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Other, , "(1, Cov F, 47527) = 1.075"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Other, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Other, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Other, , "(1, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Other, , "(1, <<998,998>>, Cov F) = 1.035"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Other, , "(1, 8, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Other, , "(1, <<1,1>>, Machinery) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Other, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.08112333
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Other, , "(1, Cov F, 1000, <<5647,5647>>) = 0.897"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 27.12260000000, ←, , CostData.BaseRate, , 27.1226
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 27.1226000, ←, , CostData.BaseRate, , 27.1226
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Other, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 27.1226, ←, , CostData.BaseRate, , 27.1226
TermAmount, , , , , , , , , , 27.12, ←, , CostData.BaseRate, , 27.1226
, CONTINUE, , , , , , , , , , R, , .01, , 27.12
Scheduled Farm Personal Property ( Unregistered Farm Motor Vehicle ) -Fire, , , , , , , , , , , , , , , 
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , 
Cov_F_Fire (1), , , , , , , , , , , , , , , 
PolicySizeFactor, , , , , , , , , , 0.0854400000, ←, , table:PolicySizeRelativity.Fire, , "(1, 8544, Cov F) = 0.08544"
AcreageFactor, , , , , , , , , , 1.0, ←, , 1, , 1
AcreageFactor, , , , , , , , , , 1.0000000000, ←, , table:Acreage.Fire, , "(1, <<1520,1520>>, Cov F) = 1"
BaseRate, , , , , , , , , , 4.5049893301040376000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000, ←, , table:BaseRate.Fire, , "(1, Cov F) = 97.91"
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Fire, , "(1, Cov F, 47527) = 0.875"
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Fire, , (false) = 1
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, , 1
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Fire, , "(1, Dairy, Cov F) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Fire, , "(1, Unregistered Farm Motor Vehicle) = 1"
, CONTINUE, , , , , , , , , , ×, , table:Credit.Fire, , "(1, <<998,998>>, Cov F) = 1.058"
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Fire, , "(1, 8, Cov F) = 0.587"
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Fire, , "(1, <<1,1>>, Other) = 1"
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Fire, , "(1, false, false, false, false, false, false) = 1"
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, , 0.08544
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Fire, , "(1, Cov F, 1000, <<8544,8544>>) = 0.991"
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, , "(false, 1) = 1"
BaseRate, , , , , , , , , , 4.50500000000, ←, , CostData.BaseRate, , 4.505
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, , 1
BaseRate, , , , , , , , , , 4.5050000, ←, , CostData.BaseRate, , 4.505
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Fire, , "(1, Cov F) = 0"
AdjustedRate, , , , , , , , , , 4.5050, ←, , CostData.BaseRate, , 4.505
TermAmount, , , , , , , , , , 4.51, ←, , CostData.BaseRate, , 4.505
, CONTINUE, , , , , , , , , , R, , .01, , 4.51
